,adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
229,False,,[16],1293461,en,DIY Duck,Celebrate Donald Duck's 90th Birthday!,5.013,,2024-06-09,DIY Duck,False,0.0,0
230,False,/u0M9trAhGNyM5nQYSXgjCYZsVuF.jpg,"[18, 35, 10751]",1272676,zh,走走停停,"Wu Di, a literary and artistic young man from the north who has fallen into despair, returns home feeling frustrated in his work relationship. Wu Di's act of ""raiding"" and returning home disrupts the initially peaceful life of the family. He not only needs to face the ""intimate"" relationship with his family again, but also needs to seek more possibilities for his future. After encountering multiple obstacles in the face of reality, he meets high school classmate Feng Liuliu by chance, and his life undergoes an unexpected transformation.",5.063,/73GxpIsOqcFg6kH6aEM6an68X5n.jpg,2024-05-25,Gold or Shit,False,0.0,0
231,False,/4M9rsbj6AWb0eSOo0DljMMS4q7k.jpg,[27],1146575,id,Paku Tanah Jawa,"Since childhood, Ningrum has had to face the negative views of local residents, because her mother, Handini, was always rumored to have had many men as a condition for marriage. The death of a close friend of Handini's made his family even more cornered by residents. Ningrum's life becomes increasingly uneasy after the man she secretly loves, Jalu, is trapped as Handini's new victim. Ningrum has to fight many supernatural terrors. Ningrum got a clue and asked for help from a Kyai who gave him a powerful spear that could be used to destroy black magic on the face of the earth.",8.027,/waVn3InmSNQHjqcBKQzvumjrrGt.jpg,2024-06-06,Paku Tanah Jawa,False,0.0,0
232,False,/giDB8dwQHGmN407piBjWYQrwQgk.jpg,[35],1065342,en,Bad Shabbos,An engaged interfaith couple are about to have their parents meet for the first time over a Shabbat dinner when an accidental manslaughter gets in the way.,4.968,,2024-06-10,Bad Shabbos,False,0.0,0
233,False,,"[12, 53, 28, 878]",1196470,fr,Survivre,,5.6,/zWKmxv0ZE3Tjpqghh0eepGT9jqr.jpg,2024-06-19,Survivre,False,0.0,0
234,False,/wZpQkvbhNPFaQUnnf4n75x4ugiq.jpg,"[35, 53]",1248965,hi,Blackout,,6.833,/3na9yLIz6j2Q44dzMEHWeSDg4Ef.jpg,2024-06-07,Blackout,False,0.0,0
235,False,,[53],1281532,en,Hard Home,"A grieving mother lures her daughter's killer into her smart home in order to take revenge, becoming involved in a distorted game where life and death are at stake.",5.353,,2024-06-24,Hard Home,False,0.0,0
236,False,/185JodNZqNyJ8MSM5eitjPdUKm9.jpg,"[18, 10749]",1058032,fr,Here,"Set in Brussels, the film revolves around a potential love story between a Romanian construction worker and a Belgian-Chinese doctorate student of moss, who cross paths just before the former is about to move back home.",3.934,/rSRZxXDyrUD4NASYz2rGKoXLd0y.jpg,2024-01-17,Here,False,9.0,3
237,False,/iOACR0rQdakdf4txH4M22n4BwcG.jpg,[99],916437,sv,Nelly och Nadine,"Nelly and Nadine meet in Ravensbrück concentration camp. They spend the rest of their lives together. Decades later, Nelly’s granddaughter goes in search of clues. A poignant film about a love story and the need for individual and collective remembrance.",7.259,/3AufhG0Lej87784i3m1w97jnGCl.jpg,2024-06-05,Nelly & Nadine,False,0.0,0
238,False,/tIpOfiVQAKQ3C72DxBIHF8z9kHo.jpg,"[10749, 18]",1108988,en,Meeting Ms. Leigh,"A young writer in desperate need of inspiration begins an affair with an enchanting, enigmatic older woman during a weekend in Santa Monica. True feelings emerge, and they must decide whether to continue their torrid romance or go their separate ways.",7.825,/yer4haIOFPCgHZSAvTrSCMYp3ae.jpg,2024-06-07,Meeting Ms. Leigh,False,0.0,0
239,False,,"[18, 53]",1219902,hi,वापसी का टिकिट,Kunal endeavours indefatigably to win his mother's endearment but is stunned to know that he is a byproduct of a gang rape and he resembles one of the assailants. Now spruced up to take revenge against the savages who are now bigtime officials who remain assured that having no traces of a crime of yore can never stop them.,7.006,/aVTyag3TNJapXKFcClXzleAu1F1.jpg,2024-06-05,Return Ticket,False,0.0,0
240,False,/kdJ1uNOZp0K2tllo1Py0zbQa3s8.jpg,[99],1294966,it,Bangarang,,6.761,/8fnPCP6VDr2Ea5DnhSfb3nCB7ak.jpg,2024-06-06,Bangarang,False,0.0,0
241,False,/5czIa6TUyMrtldHGXVZNEjnjbjC.jpg,"[27, 9648, 18]",1155095,en,The Moor,Claire is approached by the father of her murdered childhood friend to help investigate the haunted moor he believes is his son's final resting place.,5.265,/vK9gEHVeoT3w5Erzk7TkOWtKBnB.jpg,2024-06-14,The Moor,False,0.0,0
242,False,,[],1295094,it,Mefite,,6.283,/SdOcFYH92ZiT9CiO2W5HUlkauF.jpg,2024-06-05,Mefite,False,0.0,0
243,False,,[18],1275772,en,Bitterroot,"Reeling from a failed marriage and in need of comfort and a new perspective, a middle aged man returns home to take care of his aging mother within the deceptively tranquil landscape of rural Montana.",7.247,,2024-06-06,Bitterroot,False,0.0,0
244,False,,[18],1132471,de,Fossil,"Michael, an open-pit miner, refuses to accept the fact that coal is being phased out. He doesn’t want things to change. Working in an open-pit mine is more than just a job to him. He tries to convince his co-workers to join in his protest of the changes afoot, but by not being able to let go, he gets less and less support — even from his family.",3.876,/5XqiggrWkHh3vVFJv4gr1qwpEMR.jpg,2024-06-13,Fossil,False,0.0,0
245,False,/nVLivKahSejxKHAAt0Hk7PFcUyt.jpg,[35],1192338,en,"Nepotism, Baby!",A fame obsessed young woman entertains her melancholic wiles.,6.214,/98NWjzJC60QndcXtTwawJerN65x.jpg,2024-06-09,"Nepotism, Baby!",False,0.0,0
246,False,,[99],1132483,de,War and Justice,"War and Justice is the first and only true-life documentary about the International Criminal Court (ICC), thanks to unprecedented access to Ben Ferencz, Luis Moreno Ocampo (ICC’s first prosecutor), and Karim Khan (its current prosecutor). Film directors Marcus Vetter and Michele Gentile follow Ocampo around the world as he enlists the support of Academy Award-winning Angelina Jolie and as they join Ferencz in the uphill battle against wars in the Congo, Libya, Palestine, and Ukraine.",8.484,/xd1HYtQ6EVjHecvyBneg8fcz4jC.jpg,2024-06-06,War and Justice,False,0.0,0
247,False,/wu7qYANMcYq8TD1kWpsFuHQgOh5.jpg,"[27, 53]",1276038,en,A Desert,"While on a road trip, a photographer befriends a young couple whose reckless ways turn his world upside down and into a nightmare in this unpredictable and horror-tinged neo-noir knockout.",5.059,,2024-06-07,A Desert,False,0.0,0
248,False,/9XUGSiGgvwzwjw5lwply75sMgsM.jpg,[35],1275964,en,Adult Best Friends,"Inseparable since childhood, levelheaded Katie takes her codependent best friend Delaney on a girls’ trip to break the news that she is getting married. Things do not go as planned.",6.076,,2024-06-08,Adult Best Friends,False,0.0,0
249,False,/bgPkOllkc6tSLPTGSySm9hetMFs.jpg,"[18, 80]",1097175,pt,Grande Sertão,"Driven by fierce action, dynamic intensity, and unique language this epic thriller reinvents the 1965 classic film adaptation of the 1956 novel “Grande sertão: veredas” by João Guimarães Rosa. In the concrete jungles of lawless futuristic Brazil, enemies spout slam poetry in duels as their movements remind us of parkour. The adrenaline rush breaks into three timelines: the past introduces teenager Riobaldo and handsome Diadorim, the present depicts a bloody clash and reveals sexual identities, and the future exposes Riobaldo’s deal with the devil.",5.226,/b7d7pPqg6v0xOx8dETULahYZkZ6.jpg,2024-06-06,Great Sertão,False,0.0,0
250,False,/ipE4bwLGnLr2kU4iEDKoZS2k3uV.jpg,"[10749, 35, 18]",1125953,pt,13 Sentimentos,"Like the perfect ending of a great film - that is the way filmmaker João describes the end of his 10-year relationship with Hugo. Despite breaking up, they remained best friends. However, reentering the dating scene brought a whirlwind of emotions, revealing that reality can’t be controlled like a movie script.",3.871,/foC2sC3lvPvbqw7kg8gpnP18iJe.jpg,2024-06-13,Perfect Endings,False,0.0,0
251,False,,[],1259775,en,F*ck That Guy,"Frankie, an on-the-make teen who’s hell-bent on stepping into her sexual power, is forced to pivot when her big night doesn’t go according to plan.",7.766,,2024-06-12,F*ck That Guy,False,0.0,0
252,False,,[99],1276022,en,Searching for Amani,"A 13-year-old aspiring journalist investigates his father’s mysterious murder within the boundaries of one of Kenya’s largest wildlife conservancies. As a ravaging drought encroaches, his quest to find the killer shifts as the collateral damage of a warming world is revealed.",6.314,/5nz6kFp2s54DlwEZQU1zGaKYVCr.jpg,2024-06-08,Searching for Amani,False,0.0,0
253,False,,[99],1268603,en,The Pool,"Bondi Icebergs is the most photographed pool in the world. This is where generations of children have learnt to swim, where the diehard have braved the frigid waters of one hundred winters, where the young and beautiful have come to bond and bake in the hot sun.  THE POOL is a stunning cinematic experience with a soundtrack that harks back to the 1960s and a cast of characters who each have a story to tell. It speaks to the enduring power of community and our collective longing to find it.  No matter your background or where you’re at – everyone is equal in their swimsuits.",6.743,/wofZjpV5vZMBa9sVCRZMPJ36In3.jpg,2024-06-05,The Pool,False,0.0,0
254,False,/bUlmJhCnnXBeZ2QWfoJ3wQv2RyT.jpg,[99],1279121,en,Midnight Oil: The Hardest Line,"Across a 45-year career ‘The Oils’ helped shape modern Australia with anthems like “US Forces”, “Beds Are Burning” and “Redneck Wonderland”. Featuring unseen footage and interviews with every band member, alongside signature moments including the outback tour with Warumpi Band, their Exxon protest gig in New York and those famous “Sorry” suits at the Sydney Olympics, Midnight Oil: The Hardest Line traces the journey of Australia’s quintessential rock band.",7.743,/4bYaedsCYGRQvjIkWbmixPYoeMp.jpg,2024-06-05,Midnight Oil: The Hardest Line,False,0.0,0
255,False,,[],1203702,en,"Ovid, New York","Seven tales of transformation poetically reimagine Ovid's ""Metamorphoses"" and paint a picture of violence and catharsis, anchored in mythical landscapes.",6.188,/cSOOdULG9lhmH9WiBUZsfsHoAIN.jpg,2024-06-09,"Ovid, New York",False,0.0,0
256,False,,[99],1294507,it,Mefite,,6.247,/ryHfDqvNm7sD9ggP6HCXUUMLROI.jpg,2024-06-05,Mefite,False,0.0,0
257,False,,"[53, 27]",1215918,en,Blackwater Lane,Late one night a woman drives by a stranded motorist who is later revealed to have been murdered. After a series of terrifying events the woman believes she is the killer's next victim.,4.935,/j56JmhbKrVJyXV8nVA1I6YDXZkl.jpg,2024-06-21,Blackwater Lane,False,0.0,0
258,False,,"[18, 80]",1255065,cn,谈判专家,"Negotiator expert Cheuk Man Wai (played by Sean Lau) unexpectedly becomes the prime suspect in a murder case. Forced into a corner, he occupies the police station, taking officers hostage, and demands negotiations with the former negotiator Tse Ka Chun (played by Francis NG). With Tse's expertise in psychological manipulation and Check's exceptional skills, they engage in a battle of wits. As the verbal sparring deepens, their positions and mindsets gradually change...  This film is adapted from the American movie ""The Negotiator"".",7.431,/3nBr1HD711Zo8pBFr5ZUDQ4Wyql.jpg,2024-05-24,Crisis Negotiators,False,7.0,1
259,False,,"[35, 18]",1202041,en,The Big Secret,"When her Dad tells her she's on the naughty list, Laura must learn to accept the truth to have a good relationship with her Dad before she figures out the magic isn't real.",6.955,/YsMxACIkVux2tjmoJJw6afXIJN.jpg,2024-06-05,The Big Secret,False,0.0,0
260,False,,"[35, 18]",1202041,en,The Big Secret,"When her Dad tells her she's on the naughty list, Laura must learn to accept the truth to have a good relationship with her Dad before she figures out the magic isn't real.",6.955,/YsMxACIkVux2tjmoJJw6afXIJN.jpg,2024-06-05,The Big Secret,False,0.0,0
261,False,,[99],1278647,en,Emergent City,"When global developers purchase Industry City — a series of connected industrial buildings within a primarily immigrant, working class community in Brooklyn — conflicting views draw battlelines between residents, city officials and master planners as the fate of the city and contemporary urban development hangs in the balance.",5.684,,2024-06-11,Emergent City,False,0.0,0
262,False,/stoiYoe9tpzYx7sp9zicM5c0c5F.jpg,[18],1156130,pl,Kobieta z...,"Set against the landscape of the Polish transformation from communism to capitalism, ""Woman Of"" spans 45 years of the life of Aniela Wesoły and her journey to find personal liberty as a trans woman.",6.557,/dM75IPA1B1tgEpXMg6rynbgJo38.jpg,2024-04-05,Woman of...,False,10.0,1
263,False,/lb7aQIWLHecDmm4KPaq15mWItMd.jpg,"[878, 35, 18]",929831,fr,L’Empire,"The Opal Coast, northern France. In a quiet and picturesque fishing village, something finally happens: a special baby is born. A child so unique and peculiar that it unleashes a secret war between extraterrestrial forces of good and evil.",3.931,/z6tn72UHX6bypVGmGwicZbBv1wF.jpg,2024-02-21,The Empire,False,5.4,27
264,False,/aQqO47KIzvGuPXFlhIYqy84iGSx.jpg,[18],1111869,es,Un actor malo,"During the filming of a movie, actress Sandra Navarro denounces actor Daniel Zavala for sexual abuse on the set during the recording of a scene for the movie. Daniel pleads his innocence and the production tries to prevent the situation from leaking off the set and causing a scandal.",5.691,/qmYiApzK6e54NRus1iY7oiefS4q.jpg,2024-04-04,Bad Actor,False,7.0,6
265,False,,[99],1295073,en,"Refugia, Where life will persist",,5.271,/qbIS6JDeca7L2if9ZDSKAQmPsdx.jpg,2024-06-07,"Refugia, Where life will persist",False,0.0,0
266,False,,[35],1275974,en,Griffin in Summer,"In this coming-of-age comedy, a fourteen-year-old wannabe playwright becomes enamored with a local handyman over the course of summer vacation.",7.195,,2024-06-06,Griffin in Summer,False,0.0,0
267,False,,[99],1275899,en,Slave Play. Not A Movie. A Play.,"A playful and illuminating self-portrait of writer Jeremy O. Harris as he workshops and mines Slave Play, the provocative play that thrust him into the spotlight, with a new cast of young actors from New York’s William Esper Studio.",5.143,,2024-06-10,Slave Play. Not A Movie. A Play.,False,0.0,0
268,False,,"[35, 878]",1055338,bn,Boomerang,A scientist with a brilliant brain builds a humanoid robot. But a series of events leads to thrill and comic situations that create a boomerang effect.,6.748,/77s3PGlQd9jb6np1CJ7LI4TuRhE.jpg,2024-06-07,Boomerang,False,0.0,0
269,False,,[53],1276035,en,Beacon,"After an ambitious solo trip leaves her shipwrecked on a remote island, a young sailor is rescued by its lone inhabitant: a lighthouse keeper. As the walls of reality begin to vanish and the trust between them unravels, survival becomes a test of grueling proportions.",6.029,,2024-06-08,Beacon,False,0.0,0
270,False,/zs2S0D4sZMNbOKgs4LyZAxiX9eY.jpg,"[27, 14, 18]",1197830,en,Wild Eyed and Wicked,"Lily Pierce is sick of being haunted. She decides to reconnect with her estranged father, a disgraced history professor, and learn how to draw upon a time of steel and blade when armor-clad knights rode out and dueled their monsters to the death.",5.145,/xA0S3tLtLlCHD35f2ibonKerKaY.jpg,2024-06-11,Wild Eyed and Wicked,False,0.0,0
271,False,,"[28, 878, 53, 35]",995803,en,Arena Wars,"In 2045 convicted criminals are given the opportunity to compete on the world's #1 televised sporting event, Arena Wars. They must survive 7 rooms and 7 of the most vicious killers in the country. If they win, they regain their freedom.",3.73,/ldP4JKj9OrBiwugJlRjY346hHs.jpg,2024-06-25,Arena Wars,False,0.0,0
272,False,/nz2ielFzas8M9FSmkqMotA28Cvq.jpg,"[18, 53]",1000130,ar,Les Meutes,"In the working class suburbs of Casablanca. Hassan and Issam, father and son, try to survive from day to day, doing small deals for the local underworld. One night, a man they were supposed to kidnap dies accidentally in their car. Hassan and Issam find themselves with a corpse to dispose of. Then begins a long night through the underworld of the city.",5.716,/jby7IYRa5ARCfE08ZSw3t3olR2p.jpg,2023-07-19,Hounds,False,5.853,17
273,False,,"[10749, 35]",1279379,cs,Láska na zakázku,,6.667,/esooXCIssku5J5J3wd3V6Axhl1K.jpg,2024-06-06,Láska na zakázku,False,0.0,0
274,False,/iPDiz5fGKKv2yG4R7EEVnGQIQFl.jpg,"[35, 18]",1130858,en,Summer Solstice,"Leo, a trans man, and his cis and straight friend, Eleanor, go away for an impromptu weekend trip, during which they uncover old secrets, new challenges, and find the answer to the age-old question: can bad sex and good friends mix?",4.418,/orAoZ7g3hUqTFBetOIjILewIrNt.jpg,2024-06-14,Summer Solstice,False,0.0,0
275,False,/etEXDnXVAJOVpQtitGGkKF03SQK.jpg,"[18, 9648]",1255316,ja,かくしごと,"Chisako Satoya, a writer, and her father, Kozo, had a long-standing feud and had been living apart for a long time. However now that Kozo, who lives alone, has dementia, she returns to her hometown to begin taking care of him.",5.727,/oF0b5B1m4nKL8jk4bLDmA7NECeu.jpg,2024-06-07,Stay Mum,False,0.0,0
276,False,,"[27, 14, 35]",1127337,en,I am Perfectly Normal: Part III,"Compulsively embracing his brooding homosexuality, the Smiling Man walks the final circle.",5.477,,2024-06-07,I am Perfectly Normal: Part III,False,0.0,0
277,False,,[99],1212102,ko,하와이 연가,,8.179,/5aFYNKwZp3H7zCpkZGNyqC6RJaD.jpg,2024-06-06,Songs of Love from Hawaii,False,0.0,0
278,False,/mCk4E3yMrYltVcOG7kXwDhWVe0D.jpg,[99],1292461,fr,Après la pluie,"It’s the story of a flood. This is the story of a crisis. The scar left by the 2021 floods in the Vesdre and Ourthe valleys is still there. When it rains, the drops remind us of the dead and the rubble. How to rebuild yourself? From the daily lives of victims followed over a long period of time to the visions of the future of town planners responsible for proposing solutions, After the Rain tells the story of the aftermath of the deadliest climate disaster in Belgian history.",6.432,/xE7Js4R4cQ8yjiAdUMsJkyjR4vg.jpg,2024-06-05,After the rain,False,0.0,0
279,False,/hcI86GeIe0gmxEPLCpZ8KERAT07.jpg,[99],1283774,en,Watching You - Die Welt von Palantir und Alex Karp,"With his company Palantir, businessman Alex Karp created a powerful piece of data analysis software. It provides intelligence service, the military and police investigative authorities with information that can be used to solve crimes or kill people. But what drives the creator of the software – ethical fundamentals or a thirst for power, is he a Faust, a Mephisto or both at the same time? An investigative journey in search of one of Silicon Valley’s most secretive CEOs",5.653,/iMElop1xAkX316rypw6rOwS0Wrg.jpg,2024-06-06,Watching You - The World of Palantir and Alex Karp,False,0.0,0
280,False,/mSQiMJyuQuHpsZSek10V1sXy8do.jpg,"[16, 9648, 80]",1244064,ja,TVシリーズ特別編集版『名探偵コナン vs. 怪盗キッド』,"A movie chronicling the confrontations between Detective Conan and Kaito Kid, including a remake of the first appearance of Kaito Kid with new animation.",5.286,/5oBVUUXDjURVTQ6x3aqiXG4GtHV.jpg,2024-01-05,Detective Conan vs. Kid the Phantom Thief,False,2.0,1
281,False,/yWBqqIstEoVEQUpgUMGis1BZoq0.jpg,"[27, 35, 53, 878]",1119093,el,She Loved Blossoms More,"Hoping to bring their dead mother back to life, three brothers build a time machine in this visually decadent, bizarre and altogether mesmerizing head-trip.",7.961,/3CXdXTDoHlyrYUncobY8sS61DEq.jpg,2024-06-07,She Loved Blossoms More,False,0.0,0
282,False,,[99],1031249,ko,다섯 번째 방,"Mother Hyo-jeong moved to a different room three times while living with her mother-in-law. Hyo-jeong, who has been a full-time housewife for 20 years, became her new head of household as a counselor. But her dad still wants the role of her submissive wife. Her mom wants her independence into her safe space. While she lives in each room, her father's intrusion continues. Although her mother keeps moving rooms, her father continues to disturb her mother's space. Will her mom really have her own space, can she have that fifth room?",7.122,/69pObWu2nK96mzNuZYES5IPZ2Cm.jpg,2024-06-05,Her 5th Room,False,0.0,0
283,False,,[18],1192334,en,"Merci, Poppy","A scrappy assistant reaches her breaking point when her charismatic, self-obsessed boss blows off her request for a promotion.",5.966,/rPokP2WUnxT5XwMfCaKdUDYD8UR.jpg,2024-06-08,"Merci, Poppy",False,0.0,0
284,False,/xCeXmQoO3vHLHyZ83RC5FW25eiG.jpg,[18],1070997,it,El Paraíso,"Through salsa and merengue dance nights, shared memories, and limited earnings working for a local drug dealer, Julio Cesar and his mother struggle to maintain their love-filled but oppressive lifestyle. The arrival of Ines, an attractive young Colombian drug mule, threatens to unsettle their tenuous stability.",5.221,/unktJNsbcEVlOYttg3jC8dfsXhx.jpg,2024-03-28,El Paraíso,False,7.5,2
285,False,,"[35, 18]",1133292,it,L'elefante nella stanza,"Love made it Italy. Elephant in the Room. Amantea, present day. When Rita finds out that she has very little time left to live, her main concern is to fight death. She is overcome with worry about her son Gianni, who has a heart of gold, but is socially awkward and, at 40, still lives at home. Rita enlists the help of Daniela, a newcomer to town who is recently divorced and has sworn off men altogether. Daniela agrees to become a teacher for Gianni about male-female relationships, and that's when things get complicated.",6.151,/ts1UpU16L7nIgSaBXyP3oP1pQQF.jpg,2024-06-05,L'elefante nella stanza,False,0.0,0
286,False,,[],1294508,it,Choices & Changes,,6.16,/oW2zZjn3R7uyby0jzKrZ5xryQcH.jpg,2024-06-05,Choices & Changes,False,0.0,0
287,False,,[],961506,bn,হেমন্তের অপরাহ্ন,"A superannuated gentleman residing in the countryside is suddenly drawn into the world of theatre. The local group wants him in a Bengali version of a Pirandello play and he becomes involved with one of the players, a young girl in her twenties who, like him, is new to theatre. Against the backdrop of the pandemic and the imminent war in Ukraine, this story of a highly unlikely relationship unfolds even as a strictly conservative society looks on with baited breath. As the pandemic necessitates a hiatus in the rehearsals and the emptiness of his house engulfs him, the lonely gentleman gets sucked into a world of fantasy; his expectations build up and he becomes acutely sensitive to his milieu.",5.697,/9b25qCbbqk3TAmTIgtoQCDWKhuu.jpg,2024-06-07,Autumn Afternoon,False,0.0,0
288,False,/v4VLPZVEqd4ugwISABtcmP3Zwl7.jpg,[18],803688,fr,Àma Gloria,"Cleo is six years old, has a myopic look and has been madly in love with Gloria, her nanny, since she was born. When Gloria receives a call and must urgently return to her home in Cape Verde to care for her two children, whom she has not raised, Cleo makes her promise to meet one last time. Gloria accepts and invites Cleo to spend the summer vacations on her island. A last summer that they will spend together, in Gloria’s family, before inevitably saying goodbye.",5.86,/sKvV0KfOG8dXaYqitmNXIRkVeO1.jpg,2023-08-30,Àma Gloria,False,6.8,23
289,False,/pIlJybasbsjljJcH76pbzgE9vca.jpg,[99],1255028,en,Mysteries of the Terracotta Warriors,"Thousands of terracotta warriors guarded the first Chinese emperor's tomb. This is their story, told through archeological evidence and reenactments.",7.347,,2024-06-11,Mysteries of the Terracotta Warriors,False,0.0,0
290,False,/jBC7S9Hkro0M8IakJJJhFE8SjXn.jpg,[99],1254597,th,Breaking the Cycle,"A group of young politicians campaigning against an authoritarian constitution speak up, spark hope and ignite a once-in-a-generation movement in this energetic exploration of the recent elections in Thailand.",7.367,/mHKO9D3lZ7TjBNyIOJzg3xFHbMA.jpg,2024-06-06,Breaking the Cycle,False,0.0,0
291,False,/4Q3CG0clzmwZWnfdRZFuxs0oj9Q.jpg,[99],1139072,en,Made in England: The Films of Powell and Pressburger,Martin Scorsese presents this very personal and insightful new feature-length documentary about British filmmakers Michael Powell and Emeric Pressburger.,6.364,/mZjTcWqsGf9KyyMJcalVidfCaVM.jpg,2024-05-10,Made in England: The Films of Powell and Pressburger,False,7.0,4
292,False,,[99],1294017,pt,Doleira: A História de Nelma Kodama,"Out of prison, notorious black-market currency trader Nelma Kodama exposes her part in a major Brazilian corruption scandal.",5.628,,2024-06-06,Nelma Kodama: The Queen of Dirty Money,False,0.0,0
293,False,,[99],1278656,en,LIZA: A Truly Terrific Absolutely True Story,"Rich with archival gems and Liza Minnelli’s own point of view, Bruce David Klein's luminous documentary celebrates a young entertainer full of boundless raw talent and the deep, creative relationships with her mentors and influences.",5.4,,2024-06-12,LIZA: A Truly Terrific Absolutely True Story,False,0.0,0
294,False,,"[28, 14, 35]",1225637,en,Kyle and the Last Emerald,"After Kyle and his family move to Harker Heights, he is met by a strange man that knows what will happen in the future. He says ""Some evil people are looking for the last emerald and if they get their hands on it then the world will be doomed"" So Kyle and his friends go to search for the emerald to stop the evil kids from taking over the world with the Emerald.",6.17,/qmaJIA4PmvMQ9AMvPYmj8fVn4mq.jpg,2024-06-07,Kyle and the Last Emerald,False,0.0,0
295,False,,[16],1288387,en,Mildred’s Exotic Meat Emporium, ,4.587,,2024-06-09,Mildred’s Exotic Meat Emporium,False,0.0,0
296,False,/z8tvRmo7LvV8P5T9R2GhtUc4MVL.jpg,[35],1172335,pt,Mallandro: O Errado que Deu Certo,"Comedian Sérgio Mallandro is going through a bad phase in his life. Money is getting tighter and he even tries to work as an app driver, but he can't because, even in disguise, he always ends up being recognized by passengers.",6.83,/tIBSze3aeYf2c7l5sca6E3H1hUW.jpg,2024-06-06,Mallandro: O Errado que Deu Certo,False,0.0,0
297,False,/9khr7MWFjUIH27JGdq8vKJZGtOt.jpg,[99],1148875,de,Sold City - Teil 1: „Eigentum statt Menschenrecht“,,5.107,/qTX8TOMqSqpdtsi9GEzcgCFqfZr.jpg,2024-06-06,Sold City - Teil 1: „Eigentum statt Menschenrecht“,False,0.0,0
298,False,/6fE6M8rwuXhOw0bVvAqn3CF8MDV.jpg,"[35, 18]",1289790,pt,Limpa Palato,Old friends from college try to reconnect by playing games and bets proving that growing up is not about age,6.384,/1bwRT1WMLV8Q6B8bZ1ZlUj23YXx.jpg,2024-06-05,Palate Cleanser,False,0.0,0
299,False,,[],1290370,en,It Came From Within,"Amelia is struggling to understand a new disease that only infects women, and must regain control of her body before time runs out.",6.125,,2024-06-05,It Came From Within,False,0.0,0
300,False,,[18],1186875,sl,Vzornik,A lonely teenage boy of divorced parents and an alcoholic mother makes friends with a mysterious man who moves into the flat opposite his.,5.819,/gt6Jn7P5btKbwlHXlapbcaAmsZY.jpg,2024-06-06,Role Model,False,0.0,0
301,False,,[99],951220,en,Don’t Worry About India,"A young Indian filmmaker, who has been living in Europe for a long time, returns to his native land to tell fragments of the history of his family and of India, until the next national elections. He finds himself on a journey through the country, meeting his friends and family as well as local inhabitants. A humanist ""home""-movie imbued with melancholy.",5.338,/ahwIWTYa0JDi2qbi3H66bLjQA7W.jpg,2024-06-06,Don’t Worry About India,False,0.0,0
302,False,/mP6aBbB3VM0pUnSH0qbhxCzVj6h.jpg,"[18, 36]",971968,fr,Maria,"Maria is a young, struggling actress with promise. When an emerging Italian director casts her to headline a new film alongside an American superstar, her dreams are coming true. But what seems like a big breakthrough turns out to be the start of a living hell.",6.674,/4iyBgDCgvum6Y2jzjXMIzwPoC5z.jpg,2024-06-19,Being Maria,False,0.0,0
303,False,/4qrEyE7HPyQbEAXsVfAjEEqiyTu.jpg,[18],1216276,id,Saat Menghadap Tuhan,"Growing up with a dark past and a simple dream: to make his mother happy, Damar had to 'fight' against himself in order to become a good teenager.",7.077,/71Ep4SZe6TEyUe1dUW67icn3xbk.jpg,2024-06-06,Saat Menghadap Tuhan,False,0.0,0
304,False,/tJsVSH73amPKIqNLlCyZQD7xpnq.jpg,"[99, 10402]",1250870,id,Harta Tahta Raisa,"Recording the journey of Raisa, a great Indonesian singer from childhood to her greatest achievements, holding a big concert at Gelora Bung Karno.",7.586,/9ahBtSC4qIwxQKdDVD73ZgaOW5H.jpg,2024-06-06,Harta Tahta Raisa,False,0.0,0
305,False,,[99],1278633,en,America's Burning,"Narrated by Michael Douglas, America’s Burning calls on a remarkable range of expert perspectives from James Carville to Leon Panetta to Amy Chua as macroeconomist David Smick embarks on a searing dive into the precarious state of America’s seemingly unbridgeable economic divide — with a surprisingly optimistic outlook on its future.",6.07,,2024-06-09,America's Burning,False,0.0,0
306,False,/9NeuWgLQuBgA5zMZwGRC1vclovs.jpg,"[35, 18]",1228662,ru,Велошах,"Dina works as a journalist for the national television station. The stories she is asked to report on are becoming increasingly absurd and full of praise for the government. Her love life is limited to a few secret meetings with her married camera­man. Dina looks after her young sis­ter, a lesbian activist, who regularly finds herself in trouble with the au­thorities.",7.568,/b7JC2lUOTFYcvxWtHNuQhd5QKHX.jpg,2024-06-05,Bikechess,False,0.0,0
307,False,,[18],1281071,ur,Kasbi,"A middle-aged Pakistani housewife, in search of herself, hires a young, self-assured sex worker to keep her company for the night.",7.564,/sDr8FNtev0STEKa416zUH8O6PCi.jpg,2024-06-06,Kasbi,False,0.0,0
308,False,,"[878, 18]",1103731,en,In Vitro,"On an isolated cattle farm, a couple experimenting with biotechnology have their lives upended when they discover a disturbing presence on their property.",5.829,/t259c2Qn8bVvpl8D0clL2aWJ98R.jpg,2024-06-06,In Vitro,False,0.0,0
309,False,/sgrZzzQJSunt9ueJSpjJEC0rxiF.jpg,"[16, 12]",1229646,es,"Robotia, la Película",,6.4,/uRH4QEaa38Pz7xOiBJDaWp50s8g.jpg,2024-06-07,"Robotia, la Película",False,0.0,0
